Species	AT2G31240	6733	TC05G003200	6500	6977	TC02G024400	TC09G017950	6570	6447	6483	TC00G083870	7371	TC05G027690	5772	outlier014	6139	6883	4932	TC09G009480	6532	6450	TC02G003180	5406	TC07G000920	5034	6893	TC01G019030	7325	TC07G011130	4951	6034	6954	6631	TC04G030670	7602	4724	6227	TC06G016050	5318	AT3G04880	6320	6407	6363	6565	KT377126.1	TC04G026920	TC00G047210	7628	KT377094.1	TC06G006880	5843	5578	6962	6406	5960	5981	5942	5816	6164	TC09G025650	6797	TC01G032610	6439	5933	NM_179236.3	6420	6875	TC01G021540	AT5G13520	5639	TC03G028600	outlier002	5866	6274	NM_001198514.1	5990	TC04G015820	5354	5945	outlier010	7111	TC01G040040	5918	6430	7363	4890	6448	AT5G50280	AT2G35790	5842	outlier001	outlier011	6004	5926	6064	6265	5427	6492	6865	5328	5163	5469	7028	5343	NM_124699.3	5531	6848	5870	AT3G46610	5464	TC01G019250	5162	6383	6785	7194	5536	6238	7241	5326	AT3G56460	7128	5699	7021	TC05G029300	6780	KT377102.1	6366	6557	7333	AT3G10150	6978	TC09G034320	TC03G025580	5296	4954	6000	6601	TC02G023190	AT1G63680	AT5G64370	5802	AT1G02020	AT4G15420	TC03G023900	AT4G39520	6150	AT5G55960	6507	5220	6552	6460	6792	5841	5821	AT5G08530	AT2G01650	6924	6854	7029	5865	6859	5489	6459	5188	TC03G001430	5980	5138	TC01G005310	TC09G007890	6540	TC01G033670	6130	6270	5599	5449	5032	AT5G13630	AT5G02860	TC02G026940	6098	AT5G13030	TC01G002420	5335	6705	5656	5177	6488	6221	4796	outlier006	7367	outlier013	TC04G028160	4848	6128	6412	5434	6506	6318	7336	5339	6110	5460	5919	6148	6958	KT377086.1	6550	AT5G23940	5064	6641	6860	5941	5644	5791	6914	7024	6882	TC07G000500	AT4G38890	6387	AT3G53700	7135	5936	7141	6782	6299	5702	AT3G24190	4691	AT4G00740	4806	5968	6457	6528	AT3G56940	outlier003	6114	6909	6864	4744	TC04G019470	6036	5366	AT5G40440	TC06G011670	6051	AT1G48520	5123	6378	6679	5913	6494	5454	5116	5206	AT3G59040	TC03G002530	TC05G024510	5426	AT3G02760	6401	5594	5857	AT1G17160	4471	6779	6969	5949	outlier005	6620	6379	5428	5355	6405	6216	TC09G004790	AT1G52310	5421	KT377070.1	4942	5347	6933	5596	7273	TC02G006310	outlier004	TC09G010970	TC02G004290	5849	TC03G012430	6487	TC06G020780	5264	5333	AT3G54690	6393	AT5G13400	6282	6636	6050	TC05G008010	5977	5463	outlier009	5634	6979	5660	6527	6732	7279	6226	AT5G57930	TC02G009310	4889	6048	5348	7572	5703	7577	AT2G35130	6533	6946	NM_148067.4	5733	4992	7331	TC04G030490	6072	TC09G026260	5260	TC08G013000	6198	5271	5554	6531	6947	5273	6667	5859	AJ133743.1	TC05G005750	outlier007	5716	AT4G33945	6913	5893	6119	6791	KT377078.1	6995	TC03G010340	5477	7174	7324	6284	5090	6544	6398	5815	AT3G54090	6825	6056	7136	5398	6175	TC09G026350	5664	6713	4757	5910	7583	6955	5104	AT3G26782	5770	7296	outlier008	6563	4793	4802	AT1G65380	AT2G33630	TC01G007130	KT377118.1	TC05G022880	NM_113708.2	5614	6041	5940	AT5G21070	6538	outlier012	6639	5958	5513
SRR10185865	1416	0	534	792	0	1017	915	519	0	0	1155	0	690	0	111	93	486	282	1065	219	462	717	471	1290	0	0	336	0	363	0	0	246	0	678	198	276	306	831	252	873	351	0	267	0	267	1242	0	0	240	630	0	201	300	0	0	0	309	0	339	681	291	666	420	165	924	153	1164	273	1386	243	648	168	0	0	0	0	864	0	72	117	0	303	249	0	0	0	0	888	336	0	0	0	717	234	0	0	249	144	165	435	705	147	0	420	168	0	252	66	1353	0	633	0	0	0	0	0	0	0	426	453	111	132	123	1584	0	210	0	0	771	759	315	753	414	0	471	132	273	609	687	0	261	1479	1149	261	468	399	1473	0	81	0	366	234	603	276	1332	1347	600	111	213	933	0	0	561	315	756	207	0	396	0	0	789	153	0	0	411	0	1038	870	921	972	1104	972	0	294	99	0	288	138	0	0	0	0	1029	153	141	0	198	0	0	0	141	342	0	549	222	0	300	255	735	0	366	276	231	210	120	129	0	0	573	408	666	543	96	174	0	108	0	240	864	228	879	114	0	0	291	330	0	0	288	0	0	540	747	234	498	636	174	483	123	198	0	0	129	219	117	189	723	507	1422	438	1317	0	0	288	465	324	171	0	0	120	519	0	0	0	0	222	609	474	144	720	123	219	0	687	0	378	162	477	615	405	1140	189	297	705	0	660	0	1386	363	0	0	0	0	171	111	159	471	0	201	0	0	0	423	318	0	0	0	282	0	198	528	117	0	432	0	1101	0	546	0	504	0	558	0	0	240	249	0	114	300	222	978	774	0	186	312	249	114	435	0	105	0	345	144	0	606	612	318	156	213	225	882	0	96	261	888	714	858	0	0	480	363	0	0	0	1089	0	0	216	279	0	219	945	0	1170	351	351	324	0	306	156	336	0	84	75	360	0
SRR10185866	468	0	381	918	81	1020	1446	519	0	0	1158	0	690	0	111	93	483	282	1065	258	462	693	234	1317	0	0	747	0	363	0	0	501	0	243	312	276	231	813	0	873	141	0	0	0	267	1065	0	0	240	1044	0	177	306	0	0	0	309	0	351	417	0	594	420	165	1194	153	621	273	1011	243	648	168	0	0	0	0	1155	0	72	117	0	555	255	0	0	0	0	1278	336	0	0	0	717	234	0	0	249	144	165	498	705	147	0	420	168	0	264	66	1407	0	633	0	0	0	0	0	0	0	375	453	111	132	123	1584	0	186	0	0	618	753	0	753	849	0	471	132	291	552	705	0	261	1479	654	375	492	438	1479	0	81	0	366	234	372	0	1323	1347	216	111	258	342	0	0	375	0	756	207	0	396	0	0	789	153	0	0	411	0	1650	723	1209	972	1104	543	0	231	99	0	321	138	0	0	0	0	825	153	0	0	198	0	0	0	141	342	0	549	222	0	300	261	735	0	585	228	231	210	0	129	0	0	798	468	0	543	96	249	0	108	0	0	795	474	879	114	0	0	291	330	0	0	288	0	0	540	1266	264	498	636	279	630	117	72	0	0	129	219	117	186	1047	507	1398	438	729	0	567	288	465	216	0	0	0	120	519	0	0	0	0	345	609	474	144	834	123	219	0	687	0	378	162	477	615	318	738	189	783	549	0	660	0	1386	363	0	0	0	0	171	120	0	0	0	198	0	0	0	768	558	0	0	0	282	0	0	837	117	0	432	0	198	0	537	0	504	0	363	0	0	240	249	0	114	294	222	978	1092	0	162	312	249	114	435	0	105	0	345	144	0	468	741	267	924	297	153	879	0	96	165	1161	387	1392	0	0	249	339	0	0	0	768	0	0	207	279	0	567	945	0	654	351	351	324	0	1197	0	540	0	84	75	360	0
SRR10185867	1425	0	540	801	0	1023	1482	222	0	0	2085	0	690	0	114	93	423	195	1065	258	462	855	585	1305	0	0	129	0	363	0	0	549	0	678	129	276	249	315	240	873	0	0	0	0	267	618	0	0	249	1164	0	201	252	0	0	0	309	0	351	681	183	861	420	165	1386	153	1164	273	1386	243	648	168	0	0	0	0	1782	0	72	120	0	555	0	0	0	0	0	1566	336	0	159	159	909	336	0	0	159	204	165	102	708	147	0	423	168	348	0	66	1407	0	1272	123	0	0	0	0	0	0	426	453	114	132	123	1584	0	210	0	0	252	759	0	1305	849	0	834	132	0	936	1416	786	0	1479	1149	375	492	0	1476	0	87	0	366	234	372	417	1335	1347	489	111	153	645	0	0	717	75	756	207	0	516	0	0	783	0	0	0	411	0	1968	1902	1209	984	1104	960	0	294	99	0	387	138	0	147	0	150	1029	156	0	0	198	0	0	0	141	321	0	549	0	0	300	96	735	0	561	270	231	210	102	129	0	0	954	765	0	543	96	249	0	108	0	321	864	0	879	0	0	0	291	330	96	0	288	0	0	540	483	66	315	636	279	630	120	435	0	0	1176	219	117	192	1047	507	1422	435	1743	0	648	0	465	357	0	0	0	132	87	0	0	0	0	285	609	945	144	648	123	219	654	687	0	378	162	477	615	609	1137	255	627	528	0	693	0	1386	0	0	0	0	0	162	123	0	693	0	201	0	0	0	1095	558	0	0	0	282	0	0	534	570	0	429	0	1116	0	546	0	507	96	762	0	0	240	249	117	186	300	222	975	1266	117	162	312	249	111	435	0	105	0	345	516	0	69	741	249	156	297	186	882	0	102	261	303	714	1326	327	0	573	0	0	324	0	1089	0	0	264	255	0	561	930	0	675	351	354	357	0	306	0	537	0	84	75	360	366
SRR10185868	837	0	537	1263	0	1020	915	519	0	0	891	0	549	0	0	93	477	282	1029	183	390	855	234	1278	0	0	738	0	363	0	0	504	0	678	417	276	390	813	69	873	0	0	228	0	267	885	0	0	234	756	0	201	252	0	0	0	309	0	351	681	0	423	420	165	924	153	1164	273	660	243	648	168	0	0	0	0	1485	0	72	126	0	555	255	0	0	0	0	597	336	0	0	0	780	336	0	0	432	144	165	288	582	147	0	420	168	0	177	66	870	0	561	144	0	0	0	0	0	0	384	330	111	132	123	1584	0	186	0	0	570	756	0	753	849	0	429	132	147	936	675	0	261	576	1149	264	492	438	1476	0	81	0	366	234	675	0	912	1347	399	111	324	507	0	0	612	384	753	132	0	516	0	0	783	153	0	0	411	0	1035	651	669	972	1104	552	0	294	99	0	384	360	0	0	0	0	1029	153	0	0	198	0	0	0	141	342	0	549	216	0	300	261	735	0	336	228	231	210	120	129	0	0	522	408	774	258	96	174	0	108	0	270	864	438	876	114	0	0	291	330	0	0	288	0	0	357	1266	219	303	636	279	630	129	291	87	0	129	219	117	189	1047	507	1422	438	459	0	351	288	465	444	171	0	0	93	519	0	0	0	0	384	609	468	144	747	123	219	336	687	0	378	162	477	615	285	915	189	564	705	0	684	0	813	270	0	0	0	0	171	111	0	561	0	198	0	0	0	399	303	0	0	0	279	0	198	552	309	0	432	0	198	0	546	0	504	0	354	0	0	240	249	0	0	300	222	978	1227	0	162	312	249	114	435	0	105	0	345	144	0	693	399	267	156	213	180	882	0	96	261	1134	372	1158	138	0	189	690	0	0	0	1089	0	0	207	279	0	516	945	0	1170	351	351	348	0	213	0	378	0	84	75	360	267
SRR10185869	450	0	537	1365	210	867	1068	207	0	0	891	0	522	0	0	93	423	282	366	258	333	375	333	618	0	0	879	0	363	0	0	504	0	678	381	276	390	393	252	882	0	0	408	0	267	1164	0	0	240	936	0	177	297	0	0	0	309	0	351	681	495	633	420	165	924	153	1164	273	1386	243	648	168	0	420	0	207	1074	0	570	126	0	555	255	0	0	0	0	1167	336	0	0	0	909	414	0	0	249	144	165	498	582	147	0	423	168	0	372	66	1407	0	633	150	0	0	0	0	0	0	384	216	111	132	123	1584	0	210	0	0	741	753	330	1305	414	0	459	132	552	537	987	0	261	933	534	375	420	363	1479	0	81	0	366	234	372	207	1341	1347	342	111	324	651	159	0	651	315	756	138	258	516	0	0	783	153	0	0	411	0	756	1161	1056	510	1104	555	0	294	99	0	420	465	0	0	0	0	888	153	0	0	198	0	99	0	141	342	0	393	222	0	300	255	735	0	336	282	231	210	120	129	0	0	501	324	720	300	78	249	0	87	0	396	633	402	876	114	0	0	291	312	0	0	177	0	0	540	1266	192	498	636	279	540	120	291	87	240	129	219	117	189	723	504	1398	438	729	0	642	288	465	357	171	0	0	93	519	0	0	0	0	402	609	474	144	549	123	150	453	687	0	378	162	477	615	531	972	189	831	705	0	690	0	558	333	0	0	0	0	171	111	210	615	0	198	0	0	0	423	303	0	0	0	282	0	198	531	117	0	429	0	198	0	513	0	333	0	405	0	0	240	249	210	222	294	222	978	1284	0	162	222	249	114	435	0	105	0	345	144	0	69	741	267	156	213	153	882	0	96	165	1161	714	1488	198	0	444	690	0	0	0	1089	0	0	201	225	198	513	945	0	939	351	351	348	0	306	165	336	0	84	75	129	267
SRR10185870	1005	0	534	111	0	420	462	147	0	0	1062	0	492	0	0	93	147	282	336	108	207	855	234	393	0	0	0	0	303	0	0	120	0	423	0	192	168	183	69	639	0	0	0	0	144	165	0	0	240	333	0	0	117	0	0	0	171	0	180	444	0	312	96	165	912	123	579	255	492	243	480	168	0	0	0	0	579	0	72	120	0	369	120	0	0	0	0	597	336	0	0	0	267	0	0	0	105	144	84	102	132	147	0	420	168	0	150	66	495	0	357	0	0	0	0	0	0	0	426	237	111	195	123	888	0	210	0	0	252	249	0	387	414	0	429	132	0	336	762	0	0	1368	654	273	300	147	1071	0	81	0	366	234	225	0	741	792	0	105	153	294	0	0	213	183	669	207	0	516	0	0	759	153	0	0	411	0	975	414	618	645	459	972	0	0	99	0	0	87	0	0	0	0	336	153	117	81	135	0	0	0	141	297	0	306	213	0	300	255	735	0	186	159	231	210	0	129	0	0	330	603	0	366	96	108	0	108	0	0	375	0	360	0	0	0	231	330	0	0	177	0	0	540	324	69	303	354	279	630	120	0	0	0	129	162	117	186	420	336	978	360	864	0	261	174	465	102	0	0	0	0	87	0	0	0	0	0	609	471	144	375	0	129	0	687	0	222	162	477	615	114	732	114	0	351	0	426	0	708	93	0	0	0	0	171	108	0	159	0	201	0	0	0	414	246	0	0	0	147	0	0	417	117	0	297	0	99	0	486	0	504	0	579	0	0	177	114	0	0	189	222	978	372	0	186	183	150	114	258	0	105	0	162	144	0	69	249	135	156	105	0	438	0	96	165	162	540	387	0	0	0	324	0	0	0	786	0	0	207	144	0	0	429	0	492	351	342	198	0	201	0	204	0	84	75	129	0
SRR10185871	600	0	534	492	0	624	924	222	0	0	744	0	480	0	0	93	216	282	363	105	378	522	234	1008	0	0	123	0	363	0	0	303	0	678	213	276	168	183	69	888	0	0	126	0	267	207	0	0	240	750	0	177	198	0	0	0	309	0	264	228	75	393	99	165	924	150	576	273	1386	243	480	168	0	0	0	0	717	0	72	117	0	330	96	0	0	0	0	582	336	0	0	0	423	138	0	0	249	144	84	102	228	147	0	420	168	0	162	66	717	0	633	150	0	0	0	0	0	0	426	168	111	132	123	1584	0	210	0	0	252	504	252	663	414	0	834	132	147	414	423	0	195	687	654	375	492	150	1476	0	81	0	366	234	306	0	816	990	195	111	195	471	0	0	273	189	606	207	0	516	0	0	789	141	0	0	411	0	702	630	1209	501	705	552	0	0	99	0	162	126	0	0	0	0	1029	153	141	0	198	0	0	0	141	321	0	549	162	0	213	255	735	0	525	183	231	210	0	129	0	0	501	549	255	264	96	162	0	108	0	174	492	249	879	114	0	0	291	330	0	0	288	0	0	540	549	69	411	636	279	627	120	93	87	0	129	219	117	186	639	432	1422	435	864	0	399	285	222	120	126	0	0	93	87	0	0	0	0	165	603	627	144	549	123	219	0	687	0	222	162	477	615	195	585	195	453	339	0	690	0	558	201	0	0	0	0	171	111	0	270	0	198	0	0	0	528	282	0	0	0	282	0	198	417	117	0	423	0	198	0	546	0	504	0	762	0	0	240	249	141	90	294	222	978	495	0	162	210	150	114	258	0	105	0	216	144	0	69	399	135	156	159	141	438	0	96	165	303	714	1098	0	0	177	360	0	0	0	774	0	0	123	279	0	291	945	0	1170	351	351	258	0	306	162	351	0	81	75	129	129
SRR10185872	402	0	537	438	78	504	615	147	0	0	507	0	339	0	0	93	171	282	777	105	213	684	237	234	0	0	126	0	291	0	0	279	0	519	150	192	246	210	69	699	0	0	108	0	144	264	0	0	234	588	0	201	141	0	0	0	309	0	180	303	75	369	99	165	702	153	579	273	636	243	357	168	0	0	0	0	507	0	72	123	0	222	96	0	0	0	0	465	336	0	0	0	396	138	0	0	135	144	84	102	201	147	0	420	168	0	147	63	429	0	561	144	0	0	0	0	0	0	288	216	111	195	123	1584	0	210	0	0	252	270	153	354	375	0	387	132	147	618	609	0	126	765	654	375	300	126	576	0	81	0	366	234	264	0	459	984	291	111	186	279	105	0	252	189	456	105	0	297	0	0	771	153	0	0	411	0	810	597	840	402	411	741	0	198	99	0	162	120	0	0	0	0	351	153	147	0	135	0	0	0	141	321	0	273	162	0	300	246	735	0	186	168	231	210	0	129	0	0	489	438	201	237	96	162	0	108	0	0	297	225	879	84	0	0	378	330	0	0	288	0	0	369	498	69	303	636	162	630	120	93	0	0	129	219	117	189	528	330	1266	435	870	0	258	210	318	120	165	0	0	93	87	0	0	0	0	165	609	627	144	501	123	219	0	687	0	270	162	477	615	183	504	195	207	339	0	519	0	579	177	0	0	0	0	171	111	0	276	0	198	0	0	0	345	246	0	0	0	282	0	0	327	117	0	423	0	198	0	546	0	504	0	363	0	0	240	153	0	90	300	222	642	441	0	162	162	150	114	258	0	105	0	345	144	0	69	342	135	156	105	177	432	0	96	165	162	504	615	105	0	162	360	0	0	0	1089	0	0	201	225	0	120	945	0	672	339	351	219	0	213	0	336	0	84	75	129	0
SRR10185873	837	0	537	393	0	867	1146	222	0	0	1155	0	690	0	0	93	207	282	450	126	351	855	237	270	0	0	126	0	363	0	0	333	0	480	135	276	510	183	108	363	0	0	126	0	267	879	0	0	234	471	0	177	210	0	0	0	309	0	351	498	75	312	99	165	540	150	621	273	624	243	480	168	0	0	0	0	1485	0	72	117	0	339	201	0	0	0	0	636	336	0	0	0	666	153	0	0	168	144	165	102	186	147	0	420	168	0	150	66	624	0	633	150	0	0	0	0	0	0	342	453	111	132	123	1584	0	210	0	0	252	504	297	993	849	0	834	132	147	936	1404	0	261	438	654	375	345	186	1476	0	81	0	366	234	372	0	918	984	204	111	153	456	0	0	282	189	603	207	0	336	0	0	783	153	0	0	411	0	723	1161	1209	423	705	288	0	0	99	0	162	129	0	0	0	0	591	153	0	0	135	0	0	0	141	342	0	393	156	0	186	261	735	0	336	183	231	210	75	129	0	0	450	291	213	300	96	108	0	108	0	0	378	222	879	117	0	0	291	330	0	0	288	0	0	540	759	69	498	636	279	630	120	93	87	0	129	132	117	186	627	507	1422	435	510	0	312	288	222	120	0	0	0	93	87	0	0	0	0	165	609	837	144	549	123	219	0	687	0	378	162	477	615	153	1137	195	210	549	0	591	0	558	249	0	0	0	0	171	111	114	225	0	198	0	0	0	294	558	0	0	0	282	0	0	486	117	0	432	0	198	0	543	0	498	120	762	0	0	240	249	0	90	207	222	978	492	0	162	312	249	114	258	0	105	0	345	144	0	69	399	198	156	159	108	882	0	96	165	303	540	654	0	0	162	363	0	0	0	1083	0	0	207	279	0	348	945	0	1170	351	351	324	0	306	0	336	0	81	75	129	0
SRR10185874	837	0	534	1398	210	1023	1479	519	0	0	891	0	567	0	0	93	483	282	366	222	462	855	234	1281	0	0	816	0	363	0	0	549	0	678	393	276	321	519	252	873	0	0	531	0	267	927	0	258	240	1164	0	210	324	0	0	0	309	0	351	498	477	423	417	165	987	153	1164	273	1386	243	648	168	0	591	0	207	1074	0	666	126	0	369	141	0	0	0	0	507	336	0	0	0	735	414	0	0	249	144	165	474	705	147	0	423	168	0	297	66	1407	0	633	606	0	0	0	0	0	0	426	453	111	132	123	1584	147	210	0	0	768	753	402	1305	438	0	834	132	486	693	1026	0	261	1479	654	375	492	438	1470	0	81	0	366	234	675	0	954	1347	381	108	324	906	246	129	645	315	756	207	267	456	0	0	783	153	0	0	411	117	1035	1161	1056	972	1104	972	0	270	99	0	249	138	0	0	0	0	699	153	0	0	198	285	132	0	141	306	0	549	447	0	300	261	735	0	336	285	231	210	120	129	0	0	483	348	726	300	96	174	0	108	0	363	864	375	879	114	0	0	537	330	0	0	177	0	0	540	1266	189	498	636	279	483	120	291	87	420	129	219	117	186	1047	507	1422	435	591	0	648	288	465	330	249	0	0	93	519	0	0	0	0	222	609	540	144	333	123	177	330	687	0	378	162	477	615	531	1137	189	804	705	0	690	0	813	333	0	0	0	0	171	111	318	627	0	195	0	0	0	768	303	0	0	0	282	0	198	531	117	0	432	0	168	0	546	0	504	0	405	0	0	240	249	0	168	300	222	978	1278	0	162	312	249	114	435	0	105	0	345	144	0	693	687	267	162	213	270	882	0	96	165	666	420	1482	288	0	561	717	0	0	0	1083	0	0	207	276	237	486	945	0	1170	351	348	369	204	306	0	336	0	84	75	357	267
SRR10185875	1101	0	534	492	0	477	681	222	0	0	831	0	690	0	111	93	222	285	777	105	252	855	333	270	0	0	123	0	363	0	0	219	0	525	312	276	246	216	69	576	0	0	153	0	267	264	0	0	240	1029	0	177	141	0	0	0	309	0	348	681	75	300	99	165	924	153	621	273	588	243	600	168	0	159	0	0	1596	0	72	117	0	309	201	0	0	0	0	891	336	0	0	0	378	138	0	0	96	144	165	102	213	147	156	423	168	0	186	66	1386	0	561	150	0	0	0	0	0	0	426	453	111	132	123	1584	0	210	0	0	252	507	252	777	438	0	570	132	216	936	687	0	261	768	678	375	357	126	894	0	81	0	366	234	333	162	897	1035	204	111	153	447	0	0	294	189	606	207	0	516	0	0	789	153	0	0	411	0	474	1035	1080	600	543	972	0	0	99	0	372	87	0	0	0	0	1029	153	144	195	198	0	0	0	141	342	0	549	162	0	300	261	735	0	336	183	231	210	87	129	0	0	537	600	0	486	96	174	0	108	0	225	654	255	867	0	0	0	291	330	0	0	177	0	0	540	525	69	498	636	279	630	120	162	0	0	129	132	117	186	639	510	978	435	531	0	189	288	465	120	0	0	0	120	87	0	0	0	0	165	603	942	144	648	123	219	186	411	0	378	162	312	615	153	804	189	213	549	0	564	0	558	219	0	0	0	0	171	111	0	237	0	198	0	0	0	624	318	0	0	0	282	0	0	636	117	0	423	0	183	0	546	0	504	0	363	0	0	240	249	0	90	300	222	978	306	0	162	312	150	114	258	0	105	0	345	144	0	69	399	153	156	105	141	447	90	96	165	303	714	1014	126	0	129	222	0	0	0	1086	0	0	216	276	0	348	945	0	366	351	351	219	0	306	153	336	0	84	75	129	0
SRR10185876	1167	0	534	564	75	1023	1449	129	0	0	747	0	372	0	0	93	228	285	777	186	387	693	234	270	0	0	123	0	363	0	0	291	0	678	150	276	168	495	111	873	141	0	321	0	267	264	0	0	240	540	0	177	237	0	0	0	309	0	342	495	117	384	99	165	912	153	1164	273	588	243	648	168	0	495	0	192	1155	0	72	123	0	363	201	0	0	0	0	561	336	0	0	0	480	186	0	0	249	144	165	102	228	147	219	423	168	0	240	66	633	0	726	150	0	0	0	0	0	0	426	237	111	132	123	1584	198	210	0	0	252	501	252	585	525	0	834	132	255	618	687	0	267	1329	645	375	492	183	1275	0	81	0	366	228	162	0	1245	1197	384	111	324	465	0	0	465	189	606	207	216	516	0	0	786	153	0	0	411	0	888	675	1080	744	438	972	0	231	99	0	372	129	0	0	0	0	1029	153	135	0	198	0	0	0	141	321	0	261	222	0	228	261	735	0	336	228	231	210	120	129	0	0	483	411	189	480	96	174	0	108	0	240	552	330	879	0	0	0	291	330	0	0	288	0	0	540	585	69	498	636	279	384	120	177	87	0	129	219	117	186	822	507	1422	435	435	0	273	252	465	288	171	0	0	120	87	0	0	0	0	165	603	942	144	648	123	219	0	687	0	375	162	477	615	216	1137	189	507	549	0	585	0	855	270	0	0	0	0	171	111	114	810	0	168	0	0	0	513	291	0	0	0	282	0	198	528	117	0	423	0	198	0	546	0	504	99	363	0	0	240	249	0	114	294	222	978	720	0	186	309	150	114	306	0	105	0	345	144	0	69	399	264	156	108	168	447	0	96	99	162	687	1158	225	0	177	363	0	0	0	1083	78	0	216	273	0	366	945	0	840	351	351	291	0	306	0	540	0	84	75	129	138
SRR10185877	1065	0	534	600	81	1023	915	207	0	0	732	0	690	0	111	93	243	285	777	219	357	855	333	270	0	0	123	0	363	0	0	309	0	678	258	276	168	216	234	873	0	0	282	0	267	879	0	0	240	1164	0	198	252	0	0	0	309	0	225	495	96	372	99	165	702	153	639	273	921	243	432	168	0	249	0	207	864	0	72	123	0	342	201	0	0	0	0	1167	336	0	0	0	582	279	75	0	159	144	165	102	228	147	189	414	168	0	261	66	831	0	561	150	0	0	0	0	0	0	426	237	111	132	123	1584	90	210	0	0	252	753	201	756	525	0	525	132	255	618	627	0	255	1479	666	261	492	333	1161	0	81	0	366	234	372	0	1014	1197	288	111	201	570	0	0	405	300	777	207	198	516	0	0	786	153	0	0	411	81	1161	675	1080	972	858	972	0	0	99	0	231	138	0	0	0	0	1029	153	153	249	198	81	0	0	141	321	0	549	222	0	300	261	735	0	336	198	231	210	120	129	0	0	501	456	351	543	78	174	0	108	0	240	552	273	696	111	0	0	291	330	0	0	288	0	0	540	483	69	498	636	279	627	120	198	87	0	129	219	117	186	528	507	978	435	504	0	450	288	465	216	129	0	0	93	462	0	0	0	0	165	603	942	144	591	123	219	213	687	0	291	162	477	615	285	1041	189	330	549	0	426	0	558	252	0	0	0	0	186	111	114	315	0	189	0	0	0	768	441	0	0	0	282	0	198	555	117	0	423	0	183	99	546	0	504	0	762	0	0	240	249	0	114	294	222	516	528	0	186	309	249	114	258	0	105	0	345	144	0	69	399	264	156	108	0	882	0	96	165	303	714	1158	267	0	177	363	0	0	0	1083	0	0	207	279	0	408	945	0	1170	351	351	336	0	306	0	231	0	84	75	129	0
SRR10185878	531	0	534	462	81	876	900	147	0	0	831	0	372	0	111	93	207	285	777	219	360	411	237	270	0	0	123	0	363	0	0	282	0	678	159	276	168	393	69	507	120	0	177	0	267	258	0	0	240	609	0	174	180	0	0	0	309	0	273	681	75	339	99	165	924	153	621	273	654	243	480	168	0	255	0	0	1155	0	72	123	0	369	132	0	0	0	0	891	336	0	0	0	462	138	0	0	165	144	165	102	207	147	0	414	168	0	150	66	804	0	561	0	0	0	0	0	0	0	255	237	111	132	123	1584	0	210	0	0	252	507	225	840	849	0	648	132	147	618	768	0	126	765	654	375	357	186	897	0	81	0	366	234	294	0	816	1347	204	111	153	492	0	0	225	189	777	207	144	516	0	0	786	153	0	0	411	0	474	510	1209	600	411	552	0	0	99	0	228	120	0	0	0	0	1029	153	156	0	135	0	0	0	141	321	0	549	162	0	300	261	735	0	336	168	231	210	0	129	0	0	501	765	225	255	96	249	0	108	0	180	654	192	678	114	0	0	291	330	0	0	288	0	0	540	687	69	411	636	279	630	120	72	0	0	129	219	117	186	528	507	1422	435	537	0	0	288	465	120	138	0	0	93	87	0	0	0	0	93	609	474	144	549	123	219	0	687	0	378	162	312	615	285	1041	195	207	339	0	591	0	558	228	0	0	0	0	171	111	0	216	0	201	0	0	0	768	558	0	0	0	282	0	0	525	117	0	423	0	198	0	546	0	504	0	363	0	0	240	249	0	90	300	222	498	480	0	162	312	150	114	258	0	105	0	345	144	0	69	399	135	162	213	141	447	150	96	165	192	714	1050	0	0	177	390	0	0	0	1089	0	0	216	279	0	228	945	0	1170	351	351	258	0	213	0	492	0	81	75	129	0
SRR10185879	468	0	534	255	0	456	474	147	0	0	573	0	282	0	0	81	165	285	366	105	114	480	237	225	0	0	114	0	291	0	0	255	0	525	0	276	168	216	0	684	0	0	0	0	144	258	0	0	135	468	0	177	135	0	0	0	309	0	180	387	0	342	99	165	912	153	585	273	549	243	648	168	0	0	0	0	972	0	72	117	0	555	96	0	0	0	0	330	336	0	0	0	324	138	0	0	96	144	84	102	132	147	0	381	168	0	150	78	621	0	1272	0	0	0	0	0	0	0	426	234	111	132	123	888	0	210	0	0	252	246	0	672	849	0	570	132	138	618	705	0	0	765	687	375	300	126	855	0	81	0	366	234	162	0	648	1347	195	111	168	279	0	0	261	180	705	207	0	378	0	0	783	153	0	0	411	0	552	876	624	618	459	552	0	0	99	0	114	0	0	0	0	0	1029	153	174	0	135	0	0	0	141	213	0	513	153	0	300	249	735	0	186	156	231	210	0	129	0	0	501	603	0	366	96	108	0	108	0	0	486	0	558	114	0	0	330	300	0	0	177	0	0	237	324	69	303	636	174	606	120	72	0	0	129	219	117	186	639	336	978	396	531	0	189	198	465	114	0	0	0	120	87	0	0	0	0	0	603	381	144	231	123	192	0	687	0	234	162	225	426	153	738	189	201	636	0	561	0	540	153	0	0	0	0	162	120	0	174	0	201	0	0	0	423	201	0	0	0	282	0	0	348	117	0	297	0	198	0	489	0	504	0	717	0	0	177	153	0	0	300	222	555	381	0	186	312	150	114	258	0	105	0	198	144	0	69	276	222	156	105	114	447	120	96	165	162	540	804	0	0	0	348	0	0	0	1089	0	0	123	273	0	0	924	0	1170	351	351	168	0	213	0	336	0	84	75	129	0
