Species	AT3G59040	5434	6450	KT377126.1	4724	5138	6882	TC00G047210	7296	5849	6447	4793	5064	TC06G020780	5449	5634	4890	6506	7333	5536	5614	5968	AT3G56460	TC05G022880	6875	TC09G007890	5206	5664	5421	5460	5656	AT2G35790	AT1G48520	6854	5936	AT5G21070	AT5G57930	6550	5703	7367	6601	6705	6226	5815	6114	6265	AT5G13630	7174	6791	6412	5843	TC02G003400	7273	6483	6792	6072	4757	6238	6848	TC03G002530	5273	5318	5513	AT3G53700	TC03G028600	4806	5469	6282	5427	TC02G003180	6893	4802	6636	4796	5339	5981	5355	6130	7029	5926	TC01G040040	7602	5220	5699	5644	5596	AT3G26782	5941	6978	6387	TC04G028160	6378	AT3G56940	TC04G015820	6110	5933	6914	5260	5489	TC03G023900	5428	5802	6320	7583	AT3G04880	6492	6494	TC09G010970	6366	TC09G026260	AT3G46610	6041	NM_148067.4	AT5G06830	AT4G15420	4932	6379	5945	5454	TC02G026940	6459	6420	7128	AT2G43030	TC04G019470	TC01G019250	6979	AT5G50280	AT5G13030	6050	6407	5531	TC04G030490	TC03G025580	5090	TC07G000500	TC09G004790	6865	7324	6363	5296	6797	7279	6164	6270	6532	AT5G60590	AT5G02860	5463	6128	TC00G083870	TC06G016050	6909	5949	7572	5940	7141	7135	6488	AT1G63680	6439	4848	5123	TC01G019030	6732	AT2G01650	5328	AT1G65380	5716	6733	6825	AT4G38890	6785	NM_113708.2	5333	6667	5859	5264	TC02G006310	6557	TC05G024510	TC01G002420	TC04G006100	TC01G021540	6398	6119	AT4G33945	TC05G029300	6406	KT377078.1	5913	5702	5032	5188	AT1G02020	4942	TC09G017950	7136	6460	5104	5919	5960	5177	6064	KT377086.1	6004	6552	6954	6540	5866	7628	6430	AT2G33630	AJ133743.1	5990	6448	AT4G00740	KT377110.1	AT1G31780	6527	6198	6507	6782	5842	6913	AT2G31240	TC04G026920	6056	TC09G034320	6955	AT3G02760	4691	4471	AT1G17160	6969	6977	5366	6924	5918	5578	6947	TC05G008010	6051	6779	TC09G025650	5554	7331	6383	6148	7336	NM_179236.3	KT377118.1	TC02G004290	5343	KT377094.1	5816	6000	5347	5116	5733	6048	AT5G55960	5980	6401	TC03G001430	6457	6405	6544	6393	AT3G54690	5326	AT2G44660	5821	6962	6500	AT5G13520	5398	TC01G032610	7325	6533	6150	6318	TC02G023190	KT377102.1	5791	TC02G009310	AT3G10150	6036	AT2G35130	AT5G23940	5477	6933	6221	5639	6563	TC09G026350	6538	6034	7194	7371	TC05G005750	5335	TC09G009480	6531	6274	6946	5354	TC03G012430	6883	AT5G64370	7577	4951	6641	TC08G013000	TC06G006880	5977	4889	4744	6620	TC02G024400	AT3G54090	5958	5772	5893	6631	5034	5942	6565	NM_001198514.1	7241	TC07G011130	7111	6639	5163	6860	6958	5594	5271	5660	6216	AT5G67530	NM_124699.3	5770	7363	7024	TC05G003200	TC07G000920	AT1G52310	6227	AT3G24190	6299	6528	AT5G13400	5348	7021	5841	TC03G010340	5599	7028	TC01G033670	TC01G005310	5406	5464	KT377070.1	6995	TC04G030670	TC06G011670	6780	6713	5426	AT5G08530	6864	5162	5910	TC05G027690	5865	4992	6487	6139	6859	AT5G40440	AT4G39520	TC01G007130	6679
SRR10185856	1422	249	0	489	282	0	0	0	0	171	0	0	0	303	354	0	0	0	258	0	0	0	267	381	120	1428	372	0	156	0	117	336	657	114	384	378	585	168	0	0	0	90	0	198	0	0	1422	0	0	0	0	1536	0	0	342	0	0	0	0	633	0	0	0	780	960	114	363	108	141	759	0	162	0	0	231	0	0	153	141	0	369	372	225	99	420	414	1161	387	0	288	399	0	300	870	321	189	138	99	0	492	0	0	0	0	939	285	129	765	0	594	693	180	495	612	687	363	0	123	321	825	0	204	177	0	549	441	0	819	1626	0	0	0	540	438	0	420	789	309	105	0	0	0	0	180	0	0	129	1230	312	0	1197	183	141	0	288	0	0	156	114	648	201	162	0	126	0	1416	219	570	159	0	0	807	0	450	0	405	222	207	615	0	1533	582	387	282	342	240	684	1800	0	189	0	0	0	174	1503	186	840	312	384	0	618	0	0	0	681	177	0	201	0	0	0	0	1110	1224	0	0	816	234	1011	237	0	0	111	0	360	513	267	309	1101	0	786	0	120	270	0	0	129	0	0	0	0	1887	267	0	768	243	0	0	0	0	1200	543	720	432	351	0	270	168	129	0	0	1452	276	0	1056	0	0	246	0	690	522	399	0	0	0	759	204	0	0	126	0	171	453	318	0	633	876	774	1161	939	252	0	129	345	354	735	0	0	0	0	219	0	1272	432	75	0	0	1200	96	456	0	0	0	909	1011	0	0	0	156	1326	525	129	0	117	0	90	333	0	834	0	387	0	102	318	0	0	0	0	0	0	843	225	0	0	0	543	312	585	336	435	0	453	1590	0	153	201	477	0	0	789	747	780	0	504	0	831	663	0	0	345	876	0	183	288	825	495	267	180	129	0	564	531	1197	87
SRR10185857	1422	249	0	501	282	258	0	0	0	171	0	0	0	291	399	0	0	0	258	0	0	0	852	357	120	1428	375	0	156	0	117	336	378	111	357	510	471	168	0	0	0	90	0	198	0	0	1416	0	0	0	0	1530	0	0	372	0	0	0	0	633	0	0	0	780	954	0	243	189	120	615	0	162	0	0	231	0	0	156	141	111	369	0	225	99	378	504	1146	387	0	270	1020	0	300	1341	303	189	138	0	0	492	0	0	0	0	984	285	129	747	0	591	1380	498	483	543	1314	363	0	123	321	1377	0	186	177	0	552	669	0	675	1629	0	0	0	360	852	0	468	789	309	90	0	0	0	0	180	0	0	138	921	261	0	900	213	309	0	288	0	0	156	0	1041	201	162	0	123	0	1443	219	1137	159	0	0	657	0	543	0	423	222	225	615	0	1533	996	678	279	339	459	537	1800	0	183	0	0	0	75	1551	183	909	279	384	0	618	0	0	0	687	177	0	0	0	0	0	0	1482	1212	0	0	1335	234	1011	225	0	0	111	0	330	1242	267	297	615	0	1635	0	0	762	0	0	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	840	459	720	432	240	0	270	168	210	0	0	1404	357	0	1056	0	0	267	0	420	270	801	0	0	0	1041	153	0	0	126	0	171	657	435	0	291	873	774	735	975	456	0	153	345	354	1005	0	0	0	0	252	0	1272	432	120	0	0	1194	189	321	0	0	0	390	1107	0	0	0	156	1254	990	129	0	120	0	120	258	0	1563	0	423	0	102	315	0	0	0	0	0	0	1380	246	0	0	0	540	438	1044	711	1077	0	453	1584	0	153	201	477	0	0	795	618	600	0	597	0	831	663	0	0	456	1191	0	183	0	825	663	108	180	129	0	564	399	840	0
SRR10185858	1425	249	0	492	282	0	0	0	0	171	0	0	0	0	399	0	0	0	258	0	0	0	846	381	120	1425	372	0	156	0	117	336	651	102	678	474	828	168	0	0	0	93	0	198	0	0	2034	0	0	0	0	1533	0	0	342	0	0	0	0	633	0	0	0	732	960	0	363	186	120	759	0	162	0	0	231	0	0	153	141	0	363	270	225	99	420	375	1143	387	0	0	795	0	300	870	249	189	138	0	0	264	0	0	0	0	981	285	129	741	0	591	750	498	495	501	687	363	0	129	321	1347	0	204	177	0	366	669	0	1767	1629	0	0	0	540	852	0	351	789	309	141	0	0	0	0	258	0	0	0	921	312	0	1086	183	309	0	288	0	0	159	114	1821	168	162	0	126	0	1473	228	1137	159	0	0	561	0	258	0	402	222	207	615	0	1533	996	657	282	339	459	681	1800	0	189	0	0	0	0	1548	183	954	495	384	0	618	0	0	0	681	177	0	174	0	0	0	0	1479	1236	0	0	495	234	450	222	0	0	111	0	267	1620	267	309	1101	0	1107	0	0	765	0	0	129	0	0	0	0	1887	267	0	768	243	0	0	0	0	1410	543	720	432	357	0	270	156	210	0	0	1338	330	0	1056	0	0	267	0	540	522	405	0	0	0	1689	288	0	0	126	0	171	549	435	0	375	876	774	747	975	450	0	138	345	354	1005	0	0	0	0	252	0	387	429	120	0	0	1200	189	528	0	0	0	951	1017	0	0	0	156	1329	783	129	0	120	0	93	333	0	1497	0	423	0	108	318	0	0	0	0	0	0	885	246	0	0	0	606	0	717	339	684	0	462	1590	0	156	201	477	0	0	792	540	780	0	597	0	831	675	0	0	456	1620	0	183	339	825	723	267	180	129	0	543	840	1197	87
SRR10185859	1023	249	0	498	282	141	0	0	0	171	0	0	0	444	402	0	0	0	258	0	0	0	255	366	120	1428	375	0	156	0	117	336	465	114	678	510	828	168	0	0	0	93	0	198	0	0	1068	0	0	0	0	900	0	0	375	0	0	0	0	630	0	0	0	738	627	114	363	186	141	717	0	162	0	0	231	0	0	153	141	0	366	0	225	99	399	687	774	387	0	315	768	108	300	1488	327	189	138	141	0	492	0	0	0	0	984	285	129	762	0	363	1068	306	495	825	504	363	0	129	321	1740	0	207	177	0	552	831	0	1377	1617	0	0	0	540	438	162	486	789	312	141	0	0	0	0	189	0	0	189	705	312	0	1059	213	306	0	288	0	0	138	0	1815	201	162	0	105	0	1473	222	1137	159	0	0	468	0	393	0	399	183	207	600	0	1515	996	648	282	186	459	375	1800	0	189	0	246	0	189	1551	183	525	321	384	0	618	0	0	0	669	177	0	213	0	0	0	0	672	1104	0	153	768	234	1011	222	0	0	111	0	273	1095	267	309	1011	0	780	0	0	765	0	102	96	0	0	0	0	1887	267	0	399	243	0	0	0	0	1326	543	666	432	357	0	264	168	210	0	0	1119	357	0	1056	0	0	267	0	822	312	801	0	0	0	1689	291	0	0	126	0	171	891	435	0	630	363	774	912	975	267	0	138	345	357	1011	0	0	0	0	249	0	1269	432	117	0	0	1200	189	315	0	0	0	576	522	0	0	0	156	987	759	129	0	117	0	120	333	0	525	0	423	0	102	318	0	0	0	0	0	0	885	246	0	0	0	540	165	669	339	1050	0	453	759	0	138	201	477	123	0	792	756	768	0	543	0	831	663	0	0	456	933	0	0	354	483	540	267	180	129	0	849	840	1197	0
SRR10185860	1401	249	0	492	282	0	0	0	0	171	0	0	0	339	402	0	0	0	258	0	0	0	264	381	120	1428	375	0	156	0	117	336	510	96	354	513	1284	168	0	0	0	111	0	201	0	0	1416	0	0	0	0	1527	0	0	375	0	0	0	0	633	0	0	0	717	960	111	144	186	120	903	0	162	0	0	231	0	0	153	141	0	423	135	225	180	399	882	1143	387	0	0	1020	144	300	2031	252	189	138	159	0	264	0	0	0	0	564	285	129	765	0	384	1374	498	486	1062	786	363	0	129	321	1677	0	207	177	0	330	633	0	675	1629	0	0	0	540	447	0	486	774	309	141	0	0	0	0	180	0	0	189	1017	294	0	927	183	306	0	288	0	0	135	0	801	201	159	0	126	0	1473	219	1137	159	0	0	780	0	450	0	405	222	225	633	0	1533	582	657	279	339	459	684	1047	0	183	0	0	0	75	1551	183	1482	321	384	0	618	0	0	0	687	177	0	0	0	0	0	0	501	1224	0	0	477	234	453	237	0	0	111	0	330	1560	267	309	1101	0	1623	0	0	765	0	0	96	0	0	0	0	1887	267	0	627	243	0	0	0	0	1200	543	720	432	240	0	270	156	210	0	0	1404	336	0	1056	0	0	267	0	741	387	405	0	0	0	765	291	0	0	126	0	171	411	432	0	303	879	774	546	972	450	0	138	345	357	1005	0	0	0	0	252	0	624	429	120	0	0	1197	189	417	0	0	0	696	1350	0	0	0	156	1329	525	129	0	120	0	120	333	0	1479	0	423	0	102	219	0	0	0	0	0	0	885	225	0	0	0	540	393	480	717	741	0	453	669	0	156	201	285	0	0	789	747	546	0	543	0	831	663	0	0	456	876	0	183	0	825	621	267	180	129	0	849	837	591	87
SRR10185861	1053	249	0	498	282	0	0	0	0	171	0	0	0	0	399	0	0	0	258	0	0	0	240	381	120	1443	375	0	156	0	117	336	465	111	357	510	828	168	0	0	0	93	0	198	0	0	1668	0	0	0	0	1530	0	0	375	0	0	0	0	630	0	0	0	786	960	111	363	168	141	903	0	162	0	0	231	0	0	153	141	0	366	0	225	99	336	687	1146	387	0	0	1020	108	300	870	318	189	138	0	0	492	0	0	0	0	876	285	129	765	0	363	1395	498	495	1053	726	366	0	129	321	1302	0	207	177	0	552	1320	0	1767	1629	0	0	0	540	852	270	924	774	309	141	0	0	0	0	312	0	0	189	921	261	0	1086	183	309	0	288	0	0	156	0	609	162	162	0	0	0	1410	219	1137	159	0	0	579	0	423	0	399	222	207	615	0	1515	654	1239	213	273	504	459	1800	0	189	0	0	0	0	1548	183	792	504	384	0	618	0	0	0	669	177	0	0	0	0	0	0	549	1287	0	153	768	234	1011	225	0	0	111	0	369	1215	267	309	1011	0	690	0	0	471	0	0	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	1200	543	720	330	357	0	270	0	210	0	0	1278	267	0	1059	0	0	267	0	798	519	768	0	0	0	1689	291	192	0	126	0	171	1092	435	0	633	786	774	912	975	414	0	141	345	357	1005	0	0	0	0	252	0	900	432	69	0	0	1065	126	456	0	0	0	390	600	0	0	0	156	1275	582	129	0	117	0	120	333	0	1149	0	423	0	102	315	0	0	0	0	0	0	1371	246	0	0	0	540	165	525	708	804	0	456	954	0	156	201	477	0	0	792	753	768	0	543	0	831	663	0	0	456	1611	0	0	0	483	567	267	180	129	0	819	837	558	0
SRR10185862	1401	249	0	495	282	0	0	0	0	171	0	0	0	294	402	0	0	0	258	0	0	0	249	381	120	1419	375	0	156	0	123	336	657	102	675	513	585	168	0	0	0	111	0	201	0	0	1416	0	0	0	0	1527	0	0	375	0	0	0	0	630	0	0	0	717	957	0	363	186	120	903	0	162	0	0	231	0	0	153	141	0	411	162	225	99	351	687	1161	273	0	0	1020	0	300	2031	318	189	138	0	0	255	0	0	0	0	528	285	129	765	0	384	1404	498	495	1062	708	363	0	129	321	1677	0	207	177	0	552	669	0	645	1626	0	0	0	540	852	186	486	789	309	90	0	0	0	0	180	0	0	129	1173	294	0	900	213	309	0	219	0	0	135	0	906	201	159	0	126	0	1473	159	1131	159	0	0	420	0	450	0	405	222	207	591	0	1515	582	756	279	342	459	684	1800	0	183	0	0	0	174	1551	183	912	504	384	0	618	0	0	0	687	177	0	0	0	0	0	0	840	1227	0	0	564	234	453	219	0	0	111	0	369	1560	267	309	1095	0	1452	0	0	771	0	81	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	1200	543	720	432	240	0	270	168	210	0	0	1125	357	0	1062	0	0	267	0	741	522	405	0	0	0	765	204	0	0	126	0	171	1092	426	0	633	879	774	516	972	453	0	138	345	351	1005	0	0	0	0	249	0	624	432	120	0	0	969	186	753	0	0	0	645	471	0	0	0	156	1065	525	129	0	120	0	120	333	0	1479	0	423	0	108	318	0	0	0	0	0	0	843	225	0	0	0	540	414	480	711	741	0	453	1584	0	156	201	282	0	0	789	750	693	0	600	0	831	663	0	0	456	1566	0	183	231	825	543	267	180	129	0	627	771	1197	0
SRR10185863	741	249	0	489	282	0	0	0	0	171	0	0	0	0	381	0	0	0	258	0	0	0	267	381	120	1428	375	0	156	0	117	336	657	114	357	513	561	168	0	0	0	93	0	198	0	0	1362	0	0	0	0	1533	0	0	375	0	0	0	0	630	0	0	0	780	954	111	219	186	141	486	0	162	0	0	231	0	0	153	141	0	366	0	225	180	399	687	1161	273	0	0	813	0	300	2031	246	189	138	0	0	492	0	0	0	0	942	285	129	762	0	591	1404	498	495	1044	909	363	0	129	321	1347	0	207	177	0	552	852	0	1767	1629	0	0	0	540	414	0	924	789	309	141	0	0	0	0	348	0	0	189	1143	261	0	930	183	309	0	288	0	0	156	0	609	201	162	0	0	0	1404	219	1137	159	0	0	471	0	243	0	423	222	225	603	0	1515	333	657	282	273	240	375	1800	0	189	0	0	0	0	1551	183	1485	255	384	0	618	0	0	0	693	177	0	0	0	0	0	0	549	1152	0	153	825	234	1011	234	0	0	111	0	369	960	267	309	1011	0	1317	0	0	462	0	0	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	1527	543	666	429	357	0	270	0	210	0	0	1404	276	0	1056	0	0	267	0	822	522	405	0	0	0	1227	153	0	0	126	0	171	738	435	0	633	519	774	912	963	243	0	138	345	357	477	0	0	0	0	252	0	1281	432	117	0	0	972	189	375	0	0	0	951	1395	0	0	0	156	1332	582	129	0	117	0	120	333	0	588	0	423	0	102	315	0	0	0	0	0	0	1380	246	0	0	0	540	165	528	444	1059	0	453	1590	0	156	201	477	0	0	792	756	612	0	543	0	831	663	0	0	456	1626	0	0	0	483	540	267	180	129	0	819	840	1197	0
SRR10185864	849	249	0	498	282	0	0	0	0	171	0	0	0	363	399	0	0	0	258	0	0	0	843	381	120	1443	372	0	156	0	117	336	441	84	357	510	828	168	0	0	0	93	0	198	0	0	1047	0	0	0	0	894	0	0	375	0	0	0	0	420	0	0	0	426	609	114	219	186	132	780	0	162	0	0	231	0	0	153	141	0	786	225	192	99	420	375	1143	387	0	246	948	0	300	1062	321	189	138	0	0	477	0	0	0	0	996	285	129	765	0	594	1377	180	495	612	630	363	0	129	321	888	0	144	177	0	549	798	0	459	1629	0	0	0	510	414	0	486	789	309	141	0	0	0	0	180	0	0	129	753	312	0	900	183	309	0	288	0	0	159	114	972	201	162	0	126	0	813	225	1137	159	0	0	711	0	450	0	405	222	207	435	0	1533	582	477	282	186	240	324	1800	0	189	0	0	0	177	756	183	1086	321	384	0	618	0	0	0	693	177	0	183	0	0	0	0	744	1230	0	0	735	234	453	234	0	0	111	0	369	1593	267	309	1011	0	1515	312	0	753	0	0	96	174	0	0	210	1887	267	0	768	243	0	0	0	0	783	543	666	432	252	0	270	168	210	0	0	1404	216	0	639	0	0	267	0	819	387	399	0	0	0	762	291	0	0	126	0	171	408	435	0	303	897	774	744	945	216	0	138	345	348	999	0	0	0	0	252	0	900	429	117	0	0	972	189	792	0	0	0	681	480	0	0	0	156	1068	525	129	0	120	0	93	333	0	777	0	423	0	102	318	0	0	0	0	0	0	885	225	0	0	0	606	363	462	336	1365	0	453	1590	0	156	201	393	0	0	792	756	546	0	543	0	831	663	0	0	456	876	0	183	345	825	489	267	180	129	0	849	771	1197	87
SRR10185865	1095	249	0	492	282	0	0	0	0	171	0	0	0	156	402	0	0	0	258	0	0	0	852	381	120	1443	378	0	156	0	117	336	657	111	354	387	477	171	0	0	0	90	0	198	0	0	1419	0	0	0	0	1527	0	0	375	0	0	0	0	633	0	0	0	570	957	114	363	186	120	717	0	162	0	0	231	0	0	153	141	111	432	189	225	99	420	882	1146	387	0	255	1014	0	300	744	249	189	138	0	0	492	0	0	0	0	981	285	129	765	0	594	1188	498	495	1062	1350	363	0	129	321	1191	0	207	177	0	552	669	0	666	1629	0	0	0	540	414	0	540	789	309	141	0	0	0	0	180	0	0	138	876	312	0	1323	318	309	0	288	0	0	156	0	1041	201	162	0	126	0	1470	216	1137	159	0	0	483	0	423	0	423	222	207	615	0	1515	996	669	282	177	459	375	1800	0	189	0	0	0	171	1551	183	912	321	384	0	618	0	0	0	687	177	0	0	0	0	0	0	1482	1224	0	0	1350	234	1011	237	0	0	111	0	369	1593	264	297	1011	0	1647	0	0	771	0	126	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	1200	537	720	432	357	0	270	156	210	0	0	1404	357	0	1056	0	0	267	0	741	522	405	174	0	0	1686	291	0	0	126	0	171	639	318	0	348	876	774	1092	975	459	0	138	345	354	1023	0	0	0	0	249	0	1272	432	117	0	0	1203	189	456	0	0	0	639	1395	0	0	0	156	1230	990	129	0	120	0	120	330	0	1299	0	423	0	102	318	0	0	0	0	0	0	1380	225	0	0	0	540	411	606	339	1365	0	453	1587	0	156	201	285	0	0	792	462	546	0	543	0	831	663	0	0	456	1632	0	171	0	825	624	108	180	129	0	849	780	1197	0
SRR10185866	1419	249	0	492	282	0	0	0	0	171	0	0	0	0	402	0	0	0	258	0	0	0	852	381	120	1437	375	0	156	0	117	336	657	111	387	387	828	168	0	0	0	93	0	198	0	0	2028	0	0	0	0	900	0	0	375	0	0	0	0	633	0	0	0	570	957	114	363	186	120	690	0	162	0	0	231	0	0	153	0	111	786	0	225	99	420	858	1146	273	0	0	1020	0	300	1413	237	189	138	0	0	492	0	0	0	0	975	285	129	765	0	594	1380	498	495	543	687	363	0	129	321	1191	0	117	177	0	552	669	0	897	1074	0	0	0	537	852	0	468	789	309	141	0	0	0	0	180	0	0	132	921	312	0	1365	213	255	0	291	0	0	153	0	1044	201	162	0	66	0	1473	219	1137	159	0	0	657	0	423	0	399	222	207	615	0	1482	540	669	279	339	459	489	1800	0	189	0	0	0	0	1551	183	1461	504	384	0	618	0	0	0	687	177	0	0	0	0	0	0	1482	1230	0	0	1350	141	741	237	0	0	111	0	369	882	267	297	1011	0	756	0	0	771	0	81	96	0	0	0	0	1887	267	0	414	243	0	0	0	0	1200	537	666	432	249	0	270	0	210	0	0	1458	357	0	1050	0	0	267	0	741	378	801	0	0	0	1065	291	0	0	126	0	171	642	435	0	633	897	513	1122	975	537	0	138	345	351	1005	0	0	0	0	252	0	1281	294	69	0	0	738	189	750	0	0	0	378	1098	0	0	0	156	1254	987	129	0	120	0	120	330	0	693	0	423	0	102	318	0	0	0	0	0	0	1371	225	0	0	0	378	396	552	342	1296	0	453	1587	0	156	201	477	0	0	789	750	546	0	597	0	831	663	0	0	456	1623	0	183	0	825	540	267	180	129	0	849	846	681	0
SRR10185867	1425	249	0	492	282	0	0	0	0	171	0	0	0	306	402	0	135	0	258	0	0	0	831	384	141	1449	384	0	156	0	135	336	753	141	678	522	1296	102	0	0	0	90	0	246	0	0	2076	0	0	0	126	1620	0	0	366	0	0	0	0	633	0	135	195	786	951	0	372	0	141	903	0	162	0	0	231	0	0	0	0	114	789	0	225	99	432	888	1146	390	0	0	1029	144	300	2043	327	189	138	0	75	492	0	0	0	0	957	285	129	747	0	591	1407	498	525	1065	1359	213	0	129	324	1737	0	207	177	0	552	1320	0	2058	1632	0	0	99	540	852	0	924	840	312	141	0	0	0	0	0	0	258	474	2103	312	0	2436	318	309	0	288	0	0	165	0	1812	207	180	0	129	0	1494	219	1122	192	0	0	1056	0	414	0	438	222	228	633	0	1542	984	1248	306	342	459	702	1812	0	192	0	120	117	138	1551	162	1485	513	384	0	621	0	102	0	705	120	0	186	0	0	0	0	1488	1272	0	162	1350	234	1014	267	123	0	111	0	372	1605	267	303	1713	0	2079	0	0	783	0	0	129	0	0	0	0	1890	267	0	786	243	0	0	0	0	1770	549	729	432	471	156	255	213	210	0	0	1455	279	0	1074	0	0	273	0	843	498	831	0	0	0	1758	291	0	0	126	0	171	1119	429	0	636	915	774	819	1005	612	0	138	354	327	993	0	0	0	0	255	0	1281	438	117	0	0	1200	201	774	0	0	0	951	1398	0	0	0	156	1338	1005	129	0	117	0	132	333	147	1221	0	426	0	102	321	153	0	0	0	0	0	1404	243	0	0	0	648	525	663	780	1371	0	456	1593	0	138	201	477	0	0	792	753	906	0	594	0	831	678	0	0	456	1512	0	183	0	825	0	267	306	129	0	417	870	675	87
SRR10185868	1056	249	0	489	282	0	0	0	0	171	0	0	0	243	402	0	0	0	258	0	0	0	267	381	120	1425	372	0	156	0	78	336	660	111	357	267	1281	168	0	0	0	90	0	198	0	0	1431	0	0	0	0	1536	0	0	375	0	0	0	0	420	0	114	0	495	957	114	150	186	120	903	0	162	0	0	231	0	0	153	141	0	786	258	225	99	399	687	1146	387	0	249	1020	150	300	1488	327	189	135	0	0	384	0	0	0	0	999	285	129	765	0	594	1374	306	495	549	687	363	0	129	321	873	0	207	177	0	552	573	0	597	1629	0	0	0	540	438	0	489	789	309	141	0	0	0	0	195	0	0	72	651	312	0	1083	318	309	0	288	0	0	159	114	1026	201	162	0	126	0	1473	219	1137	159	0	0	672	0	453	0	423	222	207	615	0	1533	582	477	279	273	240	567	1800	0	189	0	0	0	189	570	183	909	321	384	0	618	0	0	0	693	177	0	189	0	0	0	0	1407	1230	0	0	576	234	1011	222	0	0	111	0	360	789	267	309	1011	0	780	0	0	714	0	0	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	783	540	720	432	351	0	270	156	210	0	0	816	162	0	1035	0	0	267	0	540	387	405	0	0	0	786	219	0	0	126	0	171	1032	297	0	303	900	534	420	975	273	0	138	345	357	999	0	0	0	0	270	0	1218	432	120	0	0	672	186	396	0	0	0	948	771	0	0	0	156	1242	990	129	0	120	0	93	333	0	777	0	396	0	102	318	0	0	0	0	0	0	1371	225	0	0	0	543	399	480	279	1272	0	462	1590	0	156	138	477	0	0	789	753	546	0	543	0	831	675	0	0	456	1005	0	183	171	825	528	267	180	129	0	543	855	1197	87
SRR10185869	1092	249	0	492	282	0	0	0	0	171	0	0	0	438	399	0	0	0	258	0	0	0	249	381	120	1425	372	0	156	0	117	336	546	84	672	375	930	168	0	0	0	90	0	198	0	0	1263	0	0	0	0	1530	0	0	375	0	0	0	0	534	0	0	0	423	960	114	363	186	120	378	0	162	0	0	231	0	0	153	141	0	786	165	225	99	399	687	1146	387	0	294	1020	0	300	1488	321	189	138	0	0	492	0	0	0	0	990	285	129	765	0	594	1380	495	495	372	567	363	0	129	321	1311	0	144	177	0	549	669	0	1167	1623	0	0	0	540	414	0	468	789	309	141	0	0	0	0	180	0	0	129	1161	261	0	1083	183	309	0	285	0	0	156	114	1077	201	162	0	126	0	1491	216	1137	192	0	0	672	0	456	0	402	183	207	615	0	1497	585	657	282	177	279	360	1800	0	189	0	0	0	75	933	183	1482	321	384	0	390	0	0	0	693	177	0	171	0	0	0	0	1395	1233	0	0	768	120	546	213	0	0	99	0	369	513	267	309	1101	0	780	0	0	771	0	0	96	0	0	0	210	1887	267	0	768	243	0	0	0	0	1143	549	720	282	357	0	270	168	210	0	0	1458	216	0	1062	0	0	267	0	813	387	801	0	0	0	1686	153	0	0	126	0	171	735	414	0	303	897	774	747	975	546	0	237	345	306	1005	0	0	0	0	252	0	387	432	120	0	0	972	189	792	0	0	0	522	1059	0	0	0	156	1083	975	129	0	120	0	93	333	0	777	0	423	0	117	318	0	0	0	0	0	0	1380	225	0	0	0	543	0	543	339	435	0	453	1590	0	156	201	477	0	0	789	534	219	0	543	0	831	672	0	0	456	1626	0	183	351	393	597	267	180	129	0	546	699	966	87
SRR10185870	486	147	0	225	183	0	0	0	0	171	0	0	0	0	399	0	0	0	258	0	0	0	267	366	120	1425	378	0	156	0	117	336	651	93	174	156	795	168	0	0	0	87	0	198	0	0	1035	0	0	0	0	675	0	0	375	0	0	0	0	462	0	0	0	312	900	0	219	108	0	903	0	162	0	0	231	0	0	153	0	0	426	0	141	180	381	258	843	273	0	0	477	0	300	579	198	186	138	0	0	390	0	0	0	0	750	285	129	573	0	594	498	180	375	612	687	363	0	123	219	648	0	207	111	0	552	360	0	663	549	0	0	0	480	351	0	333	789	159	90	0	0	0	0	0	0	0	189	735	261	0	1068	183	210	0	150	0	0	165	0	639	111	162	0	0	0	576	213	789	159	0	0	723	0	177	0	237	222	225	615	0	1047	381	636	267	177	240	261	1032	0	180	0	0	0	0	1437	183	465	321	384	0	579	0	0	0	474	177	0	0	0	0	0	0	429	1200	0	0	552	234	684	237	0	0	111	0	267	960	267	186	510	0	873	0	0	768	0	0	96	0	0	0	0	1341	267	0	438	108	0	0	0	0	567	543	702	303	357	0	270	0	159	0	0	1059	240	0	327	0	0	267	0	468	522	255	0	0	0	444	153	0	0	126	0	171	375	294	0	267	270	504	516	975	207	0	87	345	222	540	0	0	0	0	252	0	387	165	75	0	0	729	90	417	0	0	0	648	330	0	0	0	156	486	525	129	0	120	0	0	171	0	456	0	327	0	87	216	0	0	0	0	0	0	480	225	0	0	0	606	165	462	282	711	0	279	801	0	153	201	243	0	0	699	747	219	0	597	0	573	477	0	0	351	729	0	0	0	684	204	108	180	129	0	384	390	405	0
