Species	5919	TC03G023900	6036	AT4G00740	AT1G65380	5513	5941	5434	5427	5842	5162	TC03G025580	6000	4744	5366	4691	5032	5463	4932	AT3G46610	6528	outlier014	6056	6679	TC02G003180	5421	6705	6447	6320	6450	TC00G047210	AT3G56460	7028	6955	outlier009	5699	7273	6265	5960	4802	KT377094.1	5933	6924	KT377102.1	5271	TC01G019030	6430	TC09G025650	5926	6164	outlier007	5554	TC00G083870	4889	AT4G15420	5958	6865	7367	5918	TC02G023190	4796	outlier002	NM_148067.4	TC05G024510	7572	TC02G026940	5857	5333	5716	5990	6713	4942	5664	5703	AT2G31240	5870	outlier013	outlier010	AT2G01650	TC03G012430	AT5G50280	5702	5536	TC09G026350	TC09G004790	5913	5791	AT1G48520	6785	AT5G13030	6552	AT1G63680	6130	5328	6401	6544	6527	AT3G02760	6238	7296	7333	AT2G33630	AT5G55960	6825	AT4G38890	5354	5849	5772	AT3G04880	5460	TC01G019250	TC02G024400	TC05G008010	6284	4992	AT4G39520	6221	5398	7141	6995	6420	NM_124699.3	5614	5318	TC02G006310	TC01G007130	AT4G33945	6636	6405	5489	5841	5977	TC09G034320	6487	7577	6406	TC01G021540	5949	6570	5578	7024	6387	TC03G010340	TC09G009480	6110	6114	5177	4757	TC09G017950	6139	6072	TC06G011670	5816	TC09G010970	6216	6048	5206	6041	6270	6274	6064	6979	5138	6226	4724	6494	6507	7135	TC05G005750	TC03G002530	6641	6448	7336	6779	6962	5940	6004	AT5G21070	TC02G009310	outlier008	6733	6620	5406	5296	6782	6459	6492	TC03G028600	6565	5034	6913	NM_113708.2	6631	4793	6909	6875	6383	TC06G016050	AT2G35130	4848	6540	6667	6500	6947	TC05G029300	5942	5426	6893	AT2G35790	5945	5343	outlier011	AT3G54090	5910	5644	6175	AT5G13520	7174	6958	5104	5968	AT3G54690	6318	AT1G52310	6198	5936	6412	5596	AT3G26782	5428	5469	TC05G022880	6563	TC08G013000	5802	TC03G001430	outlier006	TC04G028160	6363	TC01G005310	6034	6148	6439	TC05G027690	6488	5347	5260	5273	7241	AT3G59040	KT377070.1	AT5G02860	AT5G23940	outlier003	6050	6557	6797	6532	7111	6933	5656	6299	5188	5865	6051	6407	KT377118.1	6601	AT1G02020	6859	4954	TC04G026920	5449	AT3G10150	6914	6098	AT5G57930	4471	AT5G40440	TC04G030490	6864	outlier005	AT3G53700	6150	6732	5843	TC04G030670	6883	5599	AJ133743.1	AT5G13630	6978	6378	5348	7279	6531	TC07G011130	7628	6882	7194	5339	5859	outlier012	7324	6954	5123	6457	TC07G000920	AT1G17160	TC06G020780	6393	5815	KT377086.1	4951	6366	7136	TC09G026260	5264	6780	TC07G000500	5733	5090	7029	6538	TC02G004290	7325	5893	AT3G24190	5531	5660	5980	5064	5477	7583	7371	AT5G13400	6506	4806	7363	6460	6398	4890	7021	5634	6119	TC01G040040	6946	5639	KT377126.1	5220	5981	7128	NM_179236.3	5355	6854	6791	TC06G006880	6128	6227	6282	6533	6969	5770	TC05G003200	6977	TC04G015820	6379	5821	AT3G56940	TC01G033670	TC09G007890	5594	6483	KT377078.1	outlier004	AT5G08530	TC01G032610	7602	NM_001198514.1	6792	6860	7331	TC01G002420	TC04G019470	5454	5866	outlier001	5163	5335	5326	5116	AT5G64370	6550	5464	6639	6848
SRR10185850	549	648	1284	1227	834	138	435	672	348	144	150	882	132	0	321	231	0	393	837	894	432	114	672	87	789	144	294	0	351	558	0	480	0	0	111	132	0	0	0	318	318	750	321	528	0	735	0	681	147	318	0	609	2541	0	1413	351	303	0	339	1179	0	168	1119	1596	618	1083	288	0	828	207	0	666	0	0	1704	306	0	126	1245	837	921	408	0	1506	609	0	282	576	0	1560	0	2355	399	498	0	1104	651	1686	0	0	765	633	1932	0	591	0	462	0	873	0	1719	1332	1965	1449	369	672	495	585	0	0	300	168	0	246	585	1359	636	0	0	0	372	0	870	1071	201	0	783	0	519	201	0	813	951	1065	342	0	0	561	1968	924	0	1446	0	477	348	0	288	1119	0	165	0	813	378	0	666	1092	0	531	786	1416	333	0	0	234	252	0	909	678	543	216	0	480	1089	0	432	753	546	648	0	0	888	351	0	219	549	627	0	519	651	441	0	945	1401	0	1584	600	1236	0	561	660	558	153	1275	702	273	1473	1362	0	0	0	0	951	0	1074	0	387	0	1776	768	0	504	1269	750	1002	135	801	0	870	408	672	0	210	495	924	570	219	0	165	0	723	684	1752	1200	0	0	0	264	252	0	240	231	0	189	438	1200	0	1473	429	1728	0	615	1254	684	699	453	972	399	444	900	546	0	120	543	363	0	0	999	411	0	978	1677	357	333	0	0	408	834	0	0	0	729	636	81	693	573	117	0	1317	1008	336	0	501	588	0	0	699	504	1071	0	816	0	273	324	0	699	0	480	1152	0	513	606	0	477	0	0	741	0	288	0	975	246	0	618	210	2634	558	0	771	372	312	0	825	1386	0	384	0	1164	0	486	360	747	0	0	588	81	1557	0	300	1218	939	1644	648	0	351	153	1461	417	501	1482	234	264	0	1257	777	1188	0	0	630	0	396	714	603	261	135	537	402
SRR10185851	549	1005	1413	720	834	0	366	672	249	0	0	2238	132	0	330	255	0	384	837	1407	432	114	672	0	801	144	276	0	0	573	0	480	0	0	111	132	0	0	0	513	288	486	363	288	0	570	0	681	234	351	0	459	2556	0	1392	360	303	0	315	1188	0	168	1278	1632	951	1209	288	0	162	0	0	549	330	0	1083	315	0	117	1347	1137	2043	414	0	1149	609	0	183	576	0	879	0	2196	471	498	0	711	201	1677	0	0	570	564	1932	162	666	0	531	0	873	0	1719	1431	1965	723	423	669	495	1122	0	0	348	168	0	171	585	1116	462	0	0	0	603	0	870	765	201	0	930	0	519	201	0	0	1095	1065	342	0	0	279	1368	924	0	1467	0	477	222	0	381	996	0	552	0	543	144	0	690	1032	0	531	1260	966	333	0	0	0	222	0	825	336	678	216	0	435	756	0	336	711	546	648	0	0	834	366	0	0	549	627	0	840	858	1008	0	1026	1401	0	1584	600	1653	0	558	204	729	159	1290	702	372	1167	1833	0	0	0	0	1014	0	495	0	501	432	1446	1437	0	558	972	657	483	126	804	0	783	198	972	0	219	507	1008	528	177	0	0	0	768	801	1902	1293	0	0	0	75	255	0	411	231	0	426	753	909	0	1308	384	1752	0	993	1110	681	1041	678	972	834	342	867	546	0	93	543	438	0	0	1002	468	0	978	1677	402	411	0	0	408	825	0	0	0	774	636	84	573	318	120	0	270	1008	1011	0	351	696	0	0	699	342	1494	93	1641	0	267	429	0	690	0	480	792	0	513	402	0	264	0	0	1023	0	111	0	774	246	0	618	0	1677	1152	0	435	429	312	0	693	735	0	327	0	588	0	591	303	795	0	0	597	81	2037	0	0	792	939	1647	531	0	198	162	1455	654	471	1482	492	522	93	1257	777	1083	0	0	537	0	396	1029	897	261	0	360	366
SRR10185852	549	855	1356	678	741	0	366	657	249	144	150	2133	132	0	66	321	0	384	837	417	423	114	189	0	525	144	231	0	156	447	0	960	0	0	108	132	0	0	0	561	123	762	489	417	0	885	0	681	450	270	0	504	1347	0	696	360	303	0	249	1188	0	168	813	1557	618	1044	288	0	1245	0	0	423	225	0	963	180	0	126	984	918	1155	0	0	1338	603	0	0	501	0	1443	0	1287	399	447	0	870	198	1599	0	0	759	870	1929	162	942	0	285	0	873	0	699	1374	1998	735	789	615	444	1137	0	0	348	168	0	171	585	585	435	0	0	0	372	0	870	1071	0	0	1032	0	519	201	0	0	1203	1065	342	0	0	177	1485	924	0	1275	0	477	222	0	519	507	0	0	0	780	0	0	690	684	0	531	1263	1080	564	0	0	171	375	0	900	540	921	207	0	402	2028	0	336	684	462	480	0	0	834	348	0	0	468	1164	0	879	702	723	0	696	1191	0	1584	600	1626	0	561	339	729	159	1245	675	309	885	678	0	0	0	0	921	0	525	0	495	0	1776	1437	0	504	951	609	1002	126	801	0	861	282	1194	0	210	495	1023	372	219	0	114	0	468	861	1683	1269	0	0	0	0	105	0	0	231	0	345	579	1203	0	1287	147	1698	0	993	1155	684	972	375	423	681	342	438	546	0	93	543	255	0	0	1002	483	0	999	1104	0	162	0	0	408	834	0	0	0	729	579	84	321	234	120	0	270	1008	702	0	426	906	0	0	426	504	858	0	648	0	267	153	0	690	0	162	687	0	513	561	0	627	0	0	741	0	111	0	945	246	0	432	0	957	423	0	369	429	312	0	546	666	0	384	0	1008	0	330	330	570	0	0	597	0	1287	0	0	792	939	1323	516	0	351	162	1452	684	273	1173	234	207	0	1380	474	1125	0	0	537	0	396	519	1002	261	0	567	264
SRR10185853	549	873	1266	1347	834	0	366	675	366	144	0	2049	132	0	66	342	0	372	837	1407	432	111	348	93	477	144	231	0	0	576	0	960	189	0	105	132	0	0	0	228	288	696	228	288	0	684	0	681	414	351	0	486	2556	0	1149	360	303	0	255	579	0	168	906	1611	951	1083	288	0	186	207	0	387	282	0	1524	381	0	126	1347	1137	2019	0	0	681	609	0	120	417	0	1548	0	930	411	408	0	867	201	1536	0	0	756	870	1866	174	384	0	285	0	873	0	669	1386	1965	1419	1080	774	414	432	0	0	339	168	0	174	585	1359	1077	0	0	0	603	0	870	654	201	0	537	0	519	177	0	702	1179	1065	321	0	0	270	1968	936	0	1260	0	477	285	0	450	420	0	0	0	333	351	0	681	870	0	465	705	1224	474	0	0	171	267	0	723	429	426	201	0	519	2133	0	432	723	462	633	0	0	888	351	0	0	471	1164	0	948	858	771	0	945	1371	0	1584	600	1677	0	537	447	729	159	1314	702	225	717	1665	0	0	0	0	1014	0	687	0	387	183	1446	1437	0	252	1038	657	483	261	804	0	870	300	951	0	432	495	672	588	219	0	117	0	621	318	1752	1203	0	0	0	198	252	0	288	156	0	426	771	1200	0	1302	414	1671	0	615	795	672	990	324	510	834	378	1098	546	0	120	543	261	0	0	396	483	0	978	2097	330	465	0	0	408	729	0	0	0	729	636	84	693	312	309	0	270	684	714	0	291	867	0	0	699	363	1539	0	543	0	279	324	0	699	0	495	1071	0	513	264	0	399	0	228	756	0	216	0	975	378	0	618	159	1671	1158	0	597	573	312	0	585	1194	0	384	0	738	0	330	360	432	0	0	597	84	2040	0	234	780	939	726	648	0	198	162	1452	420	525	777	234	162	0	1257	777	1194	0	0	420	159	396	306	456	255	0	666	453
SRR10185854	549	999	1101	1266	834	0	369	672	417	144	0	1479	132	0	66	546	0	420	693	1407	432	114	453	87	801	144	294	0	0	462	0	480	0	0	111	132	0	0	0	639	360	741	447	528	0	924	0	549	147	339	0	609	2571	0	1413	360	291	0	339	354	0	168	600	1632	951	1209	288	0	162	174	0	654	327	0	1083	381	0	117	1347	1137	1998	549	0	969	603	0	213	630	0	900	0	2196	459	498	0	1497	579	1251	0	0	714	1431	1932	0	666	0	579	0	873	0	1719	1317	1965	741	669	513	216	513	0	0	471	168	0	243	681	1116	951	0	0	0	675	0	870	1809	216	0	990	0	519	201	0	708	1095	858	342	0	0	444	1368	924	0	1350	0	477	276	0	519	996	0	165	0	513	0	0	690	1008	0	531	1263	1443	333	0	0	342	375	0	909	336	957	216	0	519	1176	0	336	753	546	591	0	0	834	369	0	198	549	627	0	963	531	789	0	1026	1401	0	1584	600	1191	0	456	435	729	159	1359	690	372	1281	1632	0	0	0	0	951	0	1116	0	387	411	1443	1437	0	504	861	750	423	135	801	0	825	405	1083	0	222	507	525	594	177	153	186	0	528	888	1269	1293	0	0	0	75	252	0	426	231	0	408	915	1200	0	1083	711	1743	0	615	1212	684	984	543	1254	834	447	909	546	0	120	543	438	0	0	1002	483	0	1002	1677	402	333	0	0	408	744	0	0	0	849	636	84	420	567	117	0	1290	921	447	0	669	390	0	0	699	504	1788	0	1581	0	267	348	0	699	0	510	681	0	513	600	0	264	0	0	756	0	141	0	975	378	0	618	165	2040	1557	0	597	699	312	0	1086	1386	0	369	0	1164	0	591	381	711	0	0	588	0	2037	108	0	1218	939	1611	651	0	177	162	1455	252	516	1482	492	522	93	1257	774	1413	0	0	537	0	396	591	588	261	0	735	396
SRR10185855	549	987	1284	1050	834	138	366	672	228	144	150	2076	132	0	117	318	0	324	837	1407	432	114	432	0	600	144	294	0	141	429	0	480	0	0	111	132	0	0	0	561	366	486	204	204	0	591	0	681	336	351	0	504	1266	0	1410	360	291	0	201	1188	0	168	708	1632	522	1104	258	0	162	0	0	459	120	0	963	303	0	117	1347	1134	2046	240	0	1575	603	195	120	630	0	1131	0	702	411	411	0	927	315	1245	0	0	762	624	1932	186	609	0	276	0	873	0	1101	1431	1971	705	444	495	429	546	0	0	243	168	0	210	630	1359	465	0	0	0	372	0	870	1071	0	0	1092	0	519	177	0	0	1206	777	321	0	0	342	984	423	0	1269	0	477	285	0	429	996	0	0	0	813	0	0	690	1269	0	522	921	1038	333	0	0	252	252	0	666	540	867	216	0	435	813	0	336	753	462	480	0	0	834	348	0	0	225	585	0	393	858	1002	0	720	1401	0	1584	600	1539	0	447	432	729	159	888	690	372	753	1656	0	0	0	0	717	0	726	0	387	0	1446	1437	0	360	951	750	561	267	801	0	870	276	951	0	159	495	1341	477	150	0	114	0	816	834	1269	1107	0	0	0	0	255	0	0	207	0	216	798	1191	0	1455	165	1728	0	615	1152	681	975	678	972	1176	324	789	546	0	120	540	366	0	0	999	483	0	978	1104	0	162	0	0	408	834	0	0	0	393	636	81	477	531	204	0	270	765	0	0	351	660	0	0	450	474	1590	0	855	0	264	153	0	690	0	351	555	0	513	495	0	207	0	0	1806	132	120	0	975	246	0	528	0	1671	642	0	726	561	312	0	693	1248	0	303	0	876	0	294	321	384	0	0	588	0	777	0	0	1128	939	1326	381	0	198	162	1458	261	153	1182	234	324	0	1368	777	681	0	0	612	0	333	213	576	261	0	474	264
SRR10185856	549	447	1266	1005	834	138	435	684	249	144	150	1320	132	0	66	420	0	324	837	414	432	0	282	87	828	144	231	0	222	411	0	522	0	0	111	132	0	0	0	588	240	408	669	186	0	714	0	681	234	351	0	495	843	0	654	360	303	0	309	915	0	168	1116	1632	495	807	288	0	162	186	0	321	327	0	603	306	0	117	1347	1137	918	414	0	708	609	129	213	630	0	1548	0	1023	240	498	0	888	201	1086	0	0	567	654	1932	0	942	0	285	159	882	0	963	1404	1998	741	1119	456	459	534	0	0	453	168	0	246	585	1359	738	0	0	0	372	0	957	1071	144	0	747	0	465	201	0	561	1203	1065	342	0	0	342	615	924	0	1275	0	477	171	0	381	567	0	255	0	660	237	0	690	918	0	429	450	1179	333	0	0	252	375	168	729	474	690	108	0	435	993	0	432	663	489	414	0	0	705	357	0	192	345	621	0	963	462	621	0	798	786	0	1584	600	864	0	561	510	306	159	747	648	420	1047	678	0	0	0	0	966	0	993	0	387	303	771	1404	0	267	1269	666	996	261	804	0	741	369	1044	0	240	318	1056	300	150	0	117	0	1047	834	1230	1125	0	0	0	234	258	0	210	156	0	426	717	627	0	1044	417	1602	0	312	771	366	1041	816	423	579	207	474	366	0	93	543	438	0	0	1125	249	0	978	1113	360	288	0	0	408	447	0	0	0	729	636	84	573	660	114	0	270	318	849	0	351	660	0	0	426	504	774	90	663	0	273	414	0	690	0	369	600	0	426	633	0	207	0	228	1068	0	165	0	735	153	0	528	189	1671	423	0	597	663	312	0	678	918	0	327	0	834	0	246	357	297	0	0	600	0	723	72	270	783	939	1161	648	0	105	162	885	522	153	834	234	324	96	636	636	915	0	0	240	0	396	471	582	261	0	246	264
SRR10185857	549	474	1383	1734	834	147	366	672	369	144	150	2235	132	0	66	549	117	459	837	1407	432	111	309	0	774	144	294	0	201	462	0	951	0	0	111	132	0	0	0	477	240	375	606	312	0	843	0	681	216	351	0	609	1026	0	1149	360	303	0	255	660	0	168	777	1632	951	1107	288	0	162	207	0	459	558	0	1110	231	0	135	1035	1005	927	498	0	1371	609	0	282	630	0	1548	0	1146	339	465	0	957	201	1713	0	0	720	1431	1932	0	882	0	609	0	873	0	927	1317	1995	741	366	468	516	765	0	0	429	168	0	111	585	630	345	0	0	0	675	0	651	1071	201	0	1467	0	519	198	0	792	1203	777	342	0	0	564	987	924	0	1263	0	477	189	0	519	1119	0	309	0	735	378	0	690	990	0	501	1263	1596	453	0	0	237	243	0	828	678	375	216	0	519	1164	0	252	528	462	648	0	0	834	369	0	0	336	1164	0	735	858	852	0	798	642	0	1584	423	1542	0	567	717	735	159	1251	453	270	585	1170	0	0	0	0	981	135	717	0	501	393	834	1437	0	702	1269	546	603	261	654	0	870	684	951	0	459	495	1149	537	219	0	402	0	1044	648	1230	1200	0	0	0	0	252	0	381	231	0	426	915	1200	0	990	723	1629	0	639	1122	471	981	501	972	387	324	474	498	0	120	543	324	0	0	1167	483	0	978	1113	450	459	0	0	408	642	258	0	0	729	957	84	642	573	120	0	270	921	732	0	501	891	0	0	426	504	1788	90	501	0	267	387	0	699	0	369	1062	0	504	729	0	477	0	219	1806	0	141	0	975	378	0	618	141	1467	540	0	771	429	312	0	534	918	0	384	0	1056	0	591	360	840	0	0	597	81	1557	72	363	792	939	1326	648	0	198	162	1092	510	675	1572	234	324	153	1257	777	1179	0	0	306	0	396	630	558	261	150	735	264
SRR10185858	549	915	1266	993	834	0	435	672	417	0	150	1320	132	0	66	486	0	420	837	762	432	0	636	87	828	144	294	0	0	462	0	1020	0	0	111	132	0	0	0	255	375	972	348	288	0	828	0	681	357	342	0	579	1266	0	696	360	309	0	255	609	0	168	822	1632	921	1077	291	0	828	0	0	618	225	0	1704	366	0	126	1347	1014	2049	240	0	1077	603	0	120	627	0	1749	0	2337	279	498	0	1101	528	816	0	0	717	1431	1893	0	462	0	531	246	873	0	915	1419	1995	741	1134	774	417	1161	0	0	333	168	0	246	585	744	435	0	132	0	675	0	957	1071	201	0	735	0	519	201	0	450	873	366	291	0	0	477	600	447	0	1374	0	477	285	0	468	1074	0	0	0	813	141	0	690	579	0	504	1194	1173	540	0	0	252	375	168	864	429	690	207	0	435	963	0	336	645	546	648	0	0	888	369	0	186	477	1164	0	393	855	1215	0	1032	1113	0	1584	600	624	0	561	588	729	159	1185	702	861	630	1632	0	0	0	0	978	0	342	0	669	0	1773	1431	0	360	1272	750	1056	261	804	0	741	435	1044	0	222	474	1224	684	150	0	114	0	1047	786	726	1191	0	0	0	0	258	0	414	231	0	426	981	966	0	807	621	1743	0	615	1260	684	1041	678	594	834	324	486	546	0	93	300	438	0	0	1038	435	0	1002	1944	300	186	0	0	408	729	0	0	0	729	957	84	690	612	114	0	1290	1008	435	0	684	1008	0	0	654	504	900	0	945	0	306	324	0	690	0	372	987	0	507	675	0	477	0	228	1806	0	153	0	975	246	0	519	0	1959	504	0	597	684	312	0	1239	1359	0	537	0	1167	0	321	345	798	0	0	597	0	2040	111	0	783	939	1611	648	0	327	162	1461	699	525	1509	531	324	0	1368	471	1047	0	0	582	0	333	570	882	255	150	762	264
SRR10185859	549	399	1446	795	834	267	366	672	249	144	639	657	129	0	66	462	120	324	837	1098	432	0	393	87	789	144	294	0	276	306	0	480	216	0	111	132	0	0	0	561	240	687	357	375	0	921	0	402	234	348	0	600	1092	0	492	360	291	0	201	531	0	168	672	1632	618	1209	288	0	162	192	0	513	252	0	963	243	0	126	1347	804	951	240	0	1149	609	0	279	462	0	1548	0	930	432	498	0	789	198	888	0	0	771	621	1932	0	498	0	285	246	873	0	969	828	1965	942	846	615	387	705	0	0	462	168	0	246	450	1359	435	0	0	150	603	0	870	1071	201	0	834	0	519	192	0	468	1116	1065	342	0	0	477	885	738	0	1278	0	474	315	0	381	507	0	189	0	747	246	0	690	1020	0	420	723	1080	333	0	0	171	366	0	717	540	426	207	0	519	1326	0	387	630	462	648	0	0	825	366	0	186	405	621	0	438	858	423	0	657	1317	0	1584	600	1269	0	372	432	465	159	936	690	213	1062	1632	0	0	0	0	867	174	888	0	795	528	1446	1398	0	360	1269	750	744	135	804	0	822	363	840	0	222	432	645	528	150	285	117	0	528	684	1902	1281	0	0	0	75	165	0	240	231	0	189	540	1200	0	1197	432	1740	0	993	975	651	1032	549	972	834	306	1125	546	0	120	543	312	0	0	1002	423	369	975	1074	0	291	0	0	282	624	0	0	0	609	957	84	654	390	93	0	270	999	912	0	669	651	0	0	699	474	777	198	537	0	267	324	0	690	0	480	702	0	513	369	0	264	0	231	828	132	288	0	975	183	0	618	333	1671	465	0	597	429	312	0	693	1209	0	360	0	1164	0	591	360	711	0	0	597	273	1698	0	162	792	939	939	636	0	105	162	975	744	384	528	234	264	99	708	777	672	0	0	447	0	396	597	927	261	0	420	474
SRR10185860	549	843	1350	1119	834	0	366	657	354	144	0	1341	132	0	192	285	0	420	837	1407	378	111	552	87	1170	144	240	0	159	462	0	528	0	0	111	132	0	0	0	513	168	408	489	417	0	573	0	645	234	351	0	498	1251	0	684	360	303	0	351	870	0	168	942	1632	618	1209	285	0	162	0	0	597	0	0	1524	333	0	123	1347	969	600	324	0	1149	609	0	72	483	0	1548	0	1071	249	441	0	405	570	1731	0	0	759	750	1773	0	642	0	285	0	579	0	633	1401	1965	699	1119	615	438	561	186	0	348	168	0	171	627	1359	756	0	0	0	372	0	957	681	201	0	1413	0	519	201	0	480	1008	525	342	0	0	342	1374	924	0	1479	0	477	402	0	408	996	0	153	0	735	0	0	552	864	0	531	471	1146	333	0	0	0	300	165	717	660	690	216	0	801	1233	0	435	753	546	648	0	0	834	366	0	198	615	1161	0	840	417	954	0	702	1365	0	885	600	1170	0	561	201	729	159	780	690	441	1377	678	0	0	0	0	981	0	654	0	387	0	1773	1431	0	252	1257	777	594	240	804	0	870	0	621	0	222	495	1008	474	219	153	123	0	1044	318	1899	1203	0	0	0	198	255	0	0	231	0	408	666	1200	0	666	297	1692	0	690	936	684	960	462	423	1176	300	816	330	0	120	540	366	0	0	1062	483	0	978	1113	405	384	0	0	408	1026	0	0	0	597	636	84	693	333	117	0	270	1008	717	0	345	696	0	0	699	387	900	0	537	0	267	324	0	699	0	447	720	0	504	579	0	477	0	0	741	0	111	0	975	237	0	528	0	1671	471	0	597	429	312	0	534	1194	0	384	0	1164	0	591	345	318	0	0	597	0	2040	0	0	1218	1077	1611	462	0	213	162	1293	678	438	1482	234	264	96	660	378	1185	0	0	465	0	333	447	777	261	0	537	336
SRR10185861	549	1005	1608	1368	834	138	366	672	249	144	0	2238	345	0	66	363	0	393	837	1098	429	0	453	0	1335	144	231	0	0	306	0	480	0	0	111	132	0	0	0	543	366	876	351	288	0	0	0	681	336	348	0	270	1266	0	732	360	303	0	201	1188	0	168	903	1632	618	1194	288	0	162	156	0	561	0	0	963	306	0	117	1344	1137	1653	240	0	1200	609	0	0	630	0	1557	0	801	471	390	0	723	579	1731	0	0	771	756	1932	0	1440	0	285	0	873	0	1719	1404	1965	699	876	774	504	564	0	0	426	168	0	243	585	1359	663	0	0	0	372	0	870	972	201	0	330	0	519	177	0	537	858	777	342	0	0	219	927	924	0	1353	0	477	171	0	354	996	0	0	0	777	0	0	546	1047	0	420	849	1170	333	0	0	171	300	0	717	678	627	183	0	507	2265	0	432	618	495	648	0	0	825	360	0	0	285	1164	0	375	744	789	0	702	705	0	1584	600	1734	0	561	432	729	150	972	687	441	1074	1632	0	0	0	0	942	0	495	0	423	0	1446	1428	0	504	1002	657	561	261	804	0	870	393	729	0	459	495	747	231	150	144	117	0	687	747	1338	1155	0	0	0	0	258	0	0	96	0	315	567	1200	0	1161	255	1752	0	1080	1257	540	990	777	972	1176	324	1029	543	0	120	543	231	0	0	1251	423	0	975	1809	0	111	0	0	408	561	0	0	0	849	339	81	327	201	117	0	1290	756	258	0	351	696	0	0	699	363	903	0	1878	0	273	213	0	699	0	480	900	0	375	561	0	414	0	0	1011	0	153	0	924	378	0	618	0	1857	642	0	435	429	312	0	636	1359	0	384	0	1164	0	591	345	384	0	0	597	0	1287	0	0	816	939	1611	255	0	351	162	1458	516	441	1182	234	324	99	1353	777	942	0	0	420	0	333	174	996	261	0	582	0
SRR10185862	549	525	1266	1074	834	138	369	672	369	240	0	2229	132	0	66	417	0	420	837	1407	432	111	453	0	828	144	279	0	0	462	0	525	0	0	111	132	0	0	0	570	300	717	489	288	0	927	0	681	414	351	0	753	1026	0	672	360	375	0	135	1188	0	168	1200	1632	495	1209	288	0	162	0	0	666	420	0	1704	306	0	123	1347	837	723	261	0	969	609	0	0	630	0	1422	0	1176	468	498	0	609	198	1452	0	0	762	750	1917	0	498	0	285	0	873	0	963	918	1965	741	1059	594	495	423	0	0	348	168	0	243	450	1359	864	0	306	0	603	0	957	600	201	0	1176	0	261	201	0	798	639	525	342	0	0	360	1968	393	0	1227	0	477	195	0	282	1119	0	480	192	813	144	0	552	1047	0	462	441	1200	564	0	0	252	387	279	672	678	375	216	0	435	1164	0	240	660	546	648	0	0	834	360	0	186	615	1164	0	537	447	888	0	705	669	0	1584	600	1536	0	561	429	729	159	768	690	414	1281	717	0	0	0	0	978	0	690	0	759	546	1284	846	0	360	1269	264	558	135	804	0	870	327	1098	0	285	279	777	537	219	0	144	0	666	549	1773	1203	0	0	0	204	165	0	318	231	0	480	849	1200	0	1308	564	1743	0	690	942	684	1014	516	423	579	336	489	546	0	120	540	435	0	0	1062	423	0	1002	1050	339	291	0	0	408	753	0	0	0	855	636	84	693	531	408	0	270	921	807	0	501	696	0	0	699	453	900	0	537	0	267	366	0	699	0	510	807	0	513	573	0	477	0	0	1806	0	111	0	975	378	0	618	216	1671	642	0	597	429	312	0	708	918	0	384	0	588	0	330	360	537	0	0	597	132	2040	0	0	792	939	1611	648	0	198	162	1398	651	474	1482	477	264	96	525	774	1197	0	0	582	0	333	768	717	261	0	630	333
SRR10185863	549	987	1077	1281	834	0	369	672	357	0	0	1011	132	0	66	477	0	306	837	1407	303	0	453	0	678	144	231	0	0	306	0	480	0	0	111	132	0	0	0	315	288	657	357	288	0	801	0	681	234	351	0	564	1092	0	813	360	303	0	255	843	0	168	567	1632	516	1209	288	0	162	0	0	459	0	0	963	381	0	114	1278	1137	849	0	0	507	609	0	120	630	0	1533	0	714	411	498	0	666	198	1248	0	0	768	741	1296	0	498	0	285	0	858	0	840	1413	1965	699	609	774	531	510	0	0	348	168	0	204	585	1359	345	0	0	0	372	0	870	1059	0	0	714	0	495	0	0	0	1182	1065	321	0	0	0	1968	243	0	1377	0	474	285	0	516	996	0	0	0	0	0	0	690	792	0	333	672	984	333	0	0	0	252	0	801	540	678	207	0	519	1974	0	336	375	546	648	0	0	816	348	0	0	468	1164	0	393	744	783	0	945	702	0	1584	600	1140	0	561	432	558	150	906	702	402	1281	1161	0	0	0	0	1014	0	702	0	528	0	1446	1431	0	360	945	504	1002	261	804	0	870	429	840	0	249	432	645	0	219	0	114	0	609	684	1794	1218	0	0	0	0	255	0	0	231	0	426	828	816	0	1269	0	1743	0	615	1077	501	1038	375	972	342	396	921	546	0	120	543	231	0	0	1164	228	0	975	1053	0	0	0	0	408	729	0	0	0	483	246	81	210	360	120	0	1290	660	0	0	186	723	0	0	411	504	807	0	1293	0	267	213	0	690	0	291	732	0	408	588	0	321	0	0	1806	0	129	0	960	246	0	339	0	1671	576	0	597	504	312	0	486	1359	0	384	0	1164	0	486	381	306	0	0	597	0	1698	0	0	957	939	825	375	0	198	162	1458	540	156	528	531	264	0	504	777	879	0	0	615	0	333	546	528	261	0	306	0
